,bill_id,bill_title_fr,bill_title_de,person_name,person_gender,canton_name,canton_abbrev,topic
0,4:fa996e42-3a3f-4866-ad85-cb06ad63f099:454275,Protocole de Kyoto. Bilan de la politique menée?,Kyoto-Protokoll. Bilanz der bisherigen Politik?,Hiltpold Hugues,m,Genf,GE,Umwelt
1,4:fa996e42-3a3f-4866-ad85-cb06ad63f099:454276,Possibilités d'économies pour la SSR,Einsparungspotenzial bei der SRG,Bäumle Martin,m,Zürich,ZH,Medien und Kommunikation
2,4:fa996e42-3a3f-4866-ad85-cb06ad63f099:454277,Coup d'Etat au Honduras,Putsch in Honduras,Müller Geri,m,Aargau,AG,Internationale Politik
3,4:fa996e42-3a3f-4866-ad85-cb06ad63f099:454278,Premières chutes de neige et gestion de la circulation sur l'A2,Wintereinbruch und Verkehrsmanagement auf der A2,Brönnimann Andreas,m,Bern,BE,Verkehr
4,4:fa996e42-3a3f-4866-ad85-cb06ad63f099:454279,Interdiction d'exercer une profession pour les femmes,Berufsverbot für Frauen,Kaufmann Hans,m,Zürich,ZH,Recht Allgemein
5,4:fa996e42-3a3f-4866-ad85-cb06ad63f099:454280,Interdiction des minarets. Examen de la conformité à la CEDH par le Conseil fédéral,Minarett-Verbot. EMRK-Abklärung durch den Bundesrat,Prelicz-Huber Katharina,f,Zürich,ZH,Recht Allgemein
6,4:fa996e42-3a3f-4866-ad85-cb06ad63f099:454281,Une expertise neutre pour évaluer les risques de la centrale nucléaire de Mühleberg?,Neutrales Gutachten zur Einschätzung der Risiken des Kernkraftwerks Mühleberg?,van Singer Christian,m,Waadt,VD,Energie
7,4:fa996e42-3a3f-4866-ad85-cb06ad63f099:454282,UBS. Action en responsabilité?,UBS-Verantwortlichkeitsklage?,Leutenegger Oberholzer Susanne,f,Basel-Landschaft,BL,Finanzwesen
8,4:fa996e42-3a3f-4866-ad85-cb06ad63f099:454283,Commandes d'impression confiées par la Poste à des entreprises situées à l'étranger,Druckaufträge der Post im Ausland,Malama Peter,m,Basel-Stadt,BS,Medien und Kommunikation
9,4:fa996e42-3a3f-4866-ad85-cb06ad63f099:454284,Le marché des télécommunications est-il concurrentiel face à une Swisscom étatisée?,Spielt der Wettbewerb im Telekom-Markt mit einer staatlichen Swisscom?,von Graffenried Alec,m,Bern,BE,Medien und Kommunikation
10,4:fa996e42-3a3f-4866-ad85-cb06ad63f099:454285,CEDH. Réserve relative à la construction de minarets,Vorbehalt des Minarett-Bauverbots in der EMRK,Wobmann Walter,m,Solothurn,SO,Kultur
11,4:fa996e42-3a3f-4866-ad85-cb06ad63f099:454286,Ouverture de l'accès au marché des télécommunications après la fusion Orange/Sunrise,Telekom-Markt nach Orange/Sunrise. Marktzutritt ermöglichen?,von Graffenried Alec,m,Bern,BE,Medien und Kommunikation
12,4:fa996e42-3a3f-4866-ad85-cb06ad63f099:454287,Célibat,Zölibat,Kaufmann Hans,m,Zürich,ZH,Kultur
13,4:fa996e42-3a3f-4866-ad85-cb06ad63f099:454288,Mise en oeuvre de la stratégie en matière d'assurance-qualité,Umsetzung der Qualitätsstrategie im Gesundheitswesen,Meyer-Kaelin Thérèse,f,Freiburg,FR,Gesundheit
14,4:fa996e42-3a3f-4866-ad85-cb06ad63f099:454289,Sécurité lors des matchs de football et de hockey sur glace,Sicherheit bei Fussball- und Eishockeyspielen,Schenk Simon,m,Bern,BE,Soziale Fragen
15,4:fa996e42-3a3f-4866-ad85-cb06ad63f099:454290,Entreprises privées concurrencées par la centrale des voyages de la Confédération,Bundesreisezentrale konkurrenziert private Unternehmen,Amstutz Adrian,m,Bern,BE,Staatspolitik
16,4:fa996e42-3a3f-4866-ad85-cb06ad63f099:454291,Hautes écoles. Finances d'inscription,Hochschulen. Studiengebühren,Riklin Kathy,f,Zürich,ZH,Bildung
17,4:fa996e42-3a3f-4866-ad85-cb06ad63f099:454292,Coûts de la libre circulation des personnes,Kosten der Personenfreizügigkeit,Bortoluzzi Toni,m,Zürich,ZH,Wirtschaft
18,4:fa996e42-3a3f-4866-ad85-cb06ad63f099:454293,Site www.sms-chomage-des-jeunes.ch,Homepage www.sms-jugendarbeitslosigkeit.ch,Bortoluzzi Toni,m,Zürich,ZH,Wirtschaft
19,4:fa996e42-3a3f-4866-ad85-cb06ad63f099:454294,Arrivée de l'hiver et régulation du trafic lourd sur l'A2,Wintereinbruch und Schwerverkehrsdosierung auf der A2,Leutenegger Filippo,m,Zürich,ZH,Verkehr
20,4:fa996e42-3a3f-4866-ad85-cb06ad63f099:454295,Publication libre des données cartographiques numériques de Swisstopo,Freie Veröffentlichung von digitalen Kartografiedaten der Swisstopo,Wasserfallen Christian,m,Bern,BE,Staatspolitik
21,4:fa996e42-3a3f-4866-ad85-cb06ad63f099:454296,Véhicule des EPF utilisé par des manifestants,ETH-Fahrzeug im Dienste von Demonstranten,Schlüer Ulrich,m,Zürich,ZH,Bildung
22,4:fa996e42-3a3f-4866-ad85-cb06ad63f099:454297,Taxe d'exemption de l'obligation de servir,Militärpflichtersatz,Müller Geri,m,Aargau,AG,Finanzwesen
23,4:fa996e42-3a3f-4866-ad85-cb06ad63f099:454298,"Application du principe du ""Cassis de Dijon""",Umsetzung des Cassis-de-Dijon-Prinzips,Veillon Pierre-François,m,Waadt,VD,Wirtschaft
24,4:fa996e42-3a3f-4866-ad85-cb06ad63f099:454299,Initiative contre les minarets et paix confessionnelle en Suisse. Verdict populaire,Verdikt des Souveräns zur Minarett-Initiative und Religionsfriede in der Schweiz,Weber-Gobet Marie-Thérèse,f,Freiburg,FR,Kultur
25,4:fa996e42-3a3f-4866-ad85-cb06ad63f099:454300,Honduras. Le simulacre démocratique sera-t-il clairement dénoncé par la Suisse?,Wird die Schweiz die pseudodemokratische Präsidentenwahl in Honduras verurteilen?,Sommaruga Carlo,m,Genf,GE,Internationale Politik
26,4:fa996e42-3a3f-4866-ad85-cb06ad63f099:454301,Suppression des trains Euro-Night,Abschaffung der Euro-Night-Züge,Rossini Stéphane,m,Wallis,VS,Verkehr
27,4:fa996e42-3a3f-4866-ad85-cb06ad63f099:454302,Protocole de Kyoto et CO2. L'arnaque du siècle?,Kyoto-Protokoll. CO2-Schwindel?,Brönnimann Andreas,m,Bern,BE,Umwelt
29,4:fa996e42-3a3f-4866-ad85-cb06ad63f099:454304,Renseignement militaire,Militärischer Nachrichtendienst,Perrinjaquet Sylvie,f,Neuenburg,NE,Sicherheitspolitik
30,4:fa996e42-3a3f-4866-ad85-cb06ad63f099:454305,Création de nouvelles aires de repos pour poids lourds. Etat de la situation,Stand der Abklärung bei der Schaffung neuer Lastwagenparkplätze,Wasserfallen Christian,m,Bern,BE,Verkehr
31,4:fa996e42-3a3f-4866-ad85-cb06ad63f099:454306,Journée européenne du souvenir des victimes du stalinisme et du nazisme. Inégalité de traitement?,Europäischer Gedenktag für die Opfer des Stalinismus und des Nationalsozialismus. Ungleiche Behandlung?,Baettig Dominique,m,Jura,JU,Internationale Politik
32,4:fa996e42-3a3f-4866-ad85-cb06ad63f099:454307,Votations. Sondages réalisés par GfS Berne pour le compte de la SSR,SRG-Abstimmungsprognosen der Firma GfS Bern,Mörgeli Christoph,m,Zürich,ZH,Medien und Kommunikation
33,4:fa996e42-3a3f-4866-ad85-cb06ad63f099:454308,Résultat de la votation populaire sur les minarets. Conséquences économiques,Ergebnis der Minarett-Abstimmung. Volkswirtschaftliche Kosten,Fässler-Osterwalder Hildegard,f,St. Gallen,SG,Wirtschaft
35,4:fa996e42-3a3f-4866-ad85-cb06ad63f099:454310,Grippe H1N1,H1N1-Grippe,Freysinger Oskar,m,Wallis,VS,Gesundheit
36,4:fa996e42-3a3f-4866-ad85-cb06ad63f099:454311,Mesures du Conseil fédéral pour économiser près de 220 millions de kilowattheures par an,Bemühungen des Bundes zur Einsparung von rund 220 Millionen Kilowattstunden pro Jahr,Teuscher Franziska,f,Bern,BE,Energie
37,4:fa996e42-3a3f-4866-ad85-cb06ad63f099:454312,Aide alimentaire,Nahrungsmittelhilfe,Grin Jean-Pierre,m,Waadt,VD,Internationale Politik
39,4:fa996e42-3a3f-4866-ad85-cb06ad63f099:454314,Droits de l'enfant,Kinderrechte,Schmid-Federer Barbara,f,Zürich,ZH,Migration
40,4:fa996e42-3a3f-4866-ad85-cb06ad63f099:454315,Retour des étrangers dans leurs pays en temps de crise,Rückwanderung der Ausländer in der Krise,Wobmann Walter,m,Solothurn,SO,Migration
41,4:fa996e42-3a3f-4866-ad85-cb06ad63f099:454316,Panne d'ordinateur dans les ORP,Computerpanne bei den RAV,Widmer Hans,m,Luzern,LU,Wirtschaft
42,4:fa996e42-3a3f-4866-ad85-cb06ad63f099:454317,Modification de l'ordonnance sur le CO2,Änderung der CO2-Verordnung,Fluri Kurt,m,Solothurn,SO,Umwelt
43,4:fa996e42-3a3f-4866-ad85-cb06ad63f099:454318,Emissions de SF Info. La SSR ne viole-t-elle pas la concession?,Mögliche Konzessionsverletzung durch die SRG auf SF Info,Rickli Natalie,f,Zürich,ZH,Medien und Kommunikation
44,4:fa996e42-3a3f-4866-ad85-cb06ad63f099:454319,"Principe du ""Cassis de Dijon"". Projet d'ordonnance. Comment rétablir la primauté des lois?",Cassis-de-Dijon-Prinzip. Verordnungsentwurf zum THG. Hierarchische Ordnung unter den anwendbaren Gesetzen,Bugnon André,m,Waadt,VD,Wirtschaft
45,4:fa996e42-3a3f-4866-ad85-cb06ad63f099:454320,Surveillance électronique des détenus. Inscription dans la législation,Electronic Monitoring. Gesetzliche Verankerung,Fluri Kurt,m,Solothurn,SO,Recht Allgemein
46,4:fa996e42-3a3f-4866-ad85-cb06ad63f099:454321,Amnistie fiscale cantonale,Kantonale Steueramnestie,Maire Jacques-André,m,Neuenburg,NE,Finanzwesen
47,4:fa996e42-3a3f-4866-ad85-cb06ad63f099:454322,Trouver des solutions pour se tirer du piège constitué par les rentes AI,Auswege aus der IV-Renten-Falle,Goll Christine,f,Zürich,ZH,Soziale Fragen
48,4:fa996e42-3a3f-4866-ad85-cb06ad63f099:454323,Convention européenne des droits de l'homme,Europäische Menschenrechtskonvention,Prelicz-Huber Katharina,f,Zürich,ZH,Kultur
49,4:fa996e42-3a3f-4866-ad85-cb06ad63f099:454324,Médicament Strattera,Medikament Strattera,Geissbühler Andrea Martina,f,Bern,BE,Gesundheit
50,4:fa996e42-3a3f-4866-ad85-cb06ad63f099:454325,Publicité malvenue au détriment d'une banque suisse,Negative Werbung gegen eine Schweizer Bank,Baumann J. Alexander,m,Thurgau,TG,Internationale Politik
51,4:fa996e42-3a3f-4866-ad85-cb06ad63f099:454326,Politique de sécurité et politique extérieure,Gewährleistung der aussenpolitischen Sicht auf die Sicherheitspolitik,Allemann Evi,f,Bern,BE,Internationale Politik
52,4:fa996e42-3a3f-4866-ad85-cb06ad63f099:454327,Faillite de Swissair. Où en est la procédure judiciaire?,Niedergang der Swissair. Justizverfahren,Leutenegger Oberholzer Susanne,f,Basel-Landschaft,BL,Verkehr
53,4:fa996e42-3a3f-4866-ad85-cb06ad63f099:454328,La conseillère fédérale Calmy-Rey est-elle encore apte à répondre aux exigences de sa fonction?,Ist Bundesrätin Calmy-Rey noch tragbar?,von Rotz Christoph,m,Obwalden,OW,Internationale Politik
54,4:fa996e42-3a3f-4866-ad85-cb06ad63f099:454329,Souveraineté et nouveau système SWIFT,Die Souveränität und das neue Swift-System,Zisyadis Josef,m,Waadt,VD,Finanzwesen
55,4:fa996e42-3a3f-4866-ad85-cb06ad63f099:454330,Le blé de la discorde,Der Zankweizen,Zisyadis Josef,m,Waadt,VD,Landwirtschaft
56,4:fa996e42-3a3f-4866-ad85-cb06ad63f099:454331,Centre de contrôle Skyguide de Dübendorf,Kontrollzentrum Skyguide in Dübendorf,Hurter Thomas,m,Schaffhausen,SH,Verkehr
57,4:fa996e42-3a3f-4866-ad85-cb06ad63f099:454332,"Principe du ""Cassis de Dijon"". Primauté des réglementations sectorielles selon le projet d'ordonnance",Cassis-de-Dijon-Prinzip. Wie steht es im Verordnungsentwurf zum THG um den Vorrang sektorieller Produktevorschriften?,Bugnon André,m,Waadt,VD,Wirtschaft
58,4:fa996e42-3a3f-4866-ad85-cb06ad63f099:454333,Etat du carnet de commandes de RUAG,Auftragslage bei der Ruag,Borer Roland F.,m,Solothurn,SO,Sicherheitspolitik
59,4:fa996e42-3a3f-4866-ad85-cb06ad63f099:454334,Budget de l'armée. Guerre des chiffres,Verteidigungsbudget. Krieg der Zahlen,Perrinjaquet Sylvie,f,Neuenburg,NE,Sicherheitspolitik
61,4:fa996e42-3a3f-4866-ad85-cb06ad63f099:454336,Un taux de chômage en Suisse supérieur à celui des pays de l'UE?,Mehr Arbeitslose in der Schweiz als in EU-Staaten?,Amstutz Adrian,m,Bern,BE,Wirtschaft
62,4:fa996e42-3a3f-4866-ad85-cb06ad63f099:454337,Autorisation d'exploitation de la centrale nucléaire de Mühleberg,Betriebsbewilligung des Kernkraftwerks Mühleberg,van Singer Christian,m,Waadt,VD,Energie
63,4:fa996e42-3a3f-4866-ad85-cb06ad63f099:454338,Pour un soutien clair à une information dans toutes les régions du pays,Für eine klare Unterstützung der Berichterstattung in allen Regionen des Landes,de Buman Dominique,m,Freiburg,FR,Kultur
64,4:fa996e42-3a3f-4866-ad85-cb06ad63f099:454339,Manipulations de données relatives au réchauffement climatique?,Manipulationen bei Datensätzen betreffend Klimawandel?,Killer Hans,m,Aargau,AG,Umwelt
65,4:fa996e42-3a3f-4866-ad85-cb06ad63f099:454340,Radio Energy,Radio Energy,Schmid-Federer Barbara,f,Zürich,ZH,Medien und Kommunikation
67,4:fa996e42-3a3f-4866-ad85-cb06ad63f099:454342,Quid du rôle des bons offices et de la médiation de la Suisse après le scrutin sur les minarets?,Gute Dienste der Schweiz nach der Abstimmung über die Anti-Minarett-Initiative?,Sommaruga Carlo,m,Genf,GE,Internationale Politik
68,4:fa996e42-3a3f-4866-ad85-cb06ad63f099:454343,Attitude du DETEC face à une éventuelle introduction d'une taxe au kilomètre pour les voitures,Haltung des UVEK gegenüber der eventuellen Einführung einer Kilometersteuer für Autos,Graber Jean-Pierre,m,Bern,BE,Verkehr
69,4:fa996e42-3a3f-4866-ad85-cb06ad63f099:454344,Echec de la politique de transfert en raison de priorités inadéquates,Scheitern der Verlagerungspolitik durch falsche Prioritätensetzung,Giezendanner Ulrich,m,Aargau,AG,Verkehr
70,4:fa996e42-3a3f-4866-ad85-cb06ad63f099:454345,"Appareils énergivores. Un pas en avant, deux pas en arrière?",Energiefresser. Ein Schritt vorwärts und zwei zurück?,van Singer Christian,m,Waadt,VD,Energie
71,4:fa996e42-3a3f-4866-ad85-cb06ad63f099:454346,Nombre de citoyens de l'UE ayant recours à la procédure de déclaration d'arrivée,Anzahl der EU-Bürger im Meldeverfahren,Schenk Simon,m,Bern,BE,Wirtschaft
72,4:fa996e42-3a3f-4866-ad85-cb06ad63f099:454347,Dialogue sur l'égalité des salaires. Des palabres qui n'ont aucun caractère contraignant?,Lohngleichheitsdialog. Ein Palaver ohne Verbindlichkeit?,Kiener Nellen Margret,f,Bern,BE,Wirtschaft
73,4:fa996e42-3a3f-4866-ad85-cb06ad63f099:454348,Coûts des libérations d'otages,Kosten von Geiselbefreiungen,Müri Felix,m,Luzern,LU,Internationale Politik
74,4:fa996e42-3a3f-4866-ad85-cb06ad63f099:454349,Loi fédérale sur les entraves techniques au commerce,Bundesgesetz über die technischen Handelshemmnisse,Grin Jean-Pierre,m,Waadt,VD,Wirtschaft
75,4:fa996e42-3a3f-4866-ad85-cb06ad63f099:454350,Quand le DDPS libérera la caserne des Vernets à Genève pour permettre la construction de logements?,"Wann wird das VBS die Kaserne in Les Vernets/GE räumen, damit dort Wohnungen gebaut werden können?",Sommaruga Carlo,m,Genf,GE,Sicherheitspolitik
76,4:fa996e42-3a3f-4866-ad85-cb06ad63f099:454351,Les cultures de céréales panifiables sont-elles condamnées à disparaître en Suisse?,Verschwindet der Brotgetreideanbau in der Schweiz innert kürzester Zeit?,Scherer Marcel,m,Zug,ZG,Landwirtschaft
77,4:fa996e42-3a3f-4866-ad85-cb06ad63f099:454352,Interdiction du port de la burqa,Burka-Verbot,Leutenegger Oberholzer Susanne,f,Basel-Landschaft,BL,Kultur
78,4:fa996e42-3a3f-4866-ad85-cb06ad63f099:454353,La CFEJ dilapide l'argent des contribuables et égratigne le principe de la séparation des pouvoirs,EKKJ verschwendet Steuergelder und ritzt Gewaltenteilung,Glur Walter,m,Aargau,AG,Wirtschaft
79,4:fa996e42-3a3f-4866-ad85-cb06ad63f099:454354,Licenciement abusif de syndicalistes,Keine gewerkschaftsfeindlichen Kündigungen,Chopard-Acklin Max,m,Aargau,AG,Wirtschaft
80,4:fa996e42-3a3f-4866-ad85-cb06ad63f099:454355,Infractions. Demandes d'extradition,Straftaten. Gesuche um Auslieferung,Freysinger Oskar,m,Wallis,VS,Recht Allgemein
81,4:fa996e42-3a3f-4866-ad85-cb06ad63f099:454356,Libre circulation des personnes. Limiter l'immigration,Personenfreizügigkeit. Begrenzung der Zuwanderung,Stamm Luzi,m,Aargau,AG,Europapolitik
82,4:fa996e42-3a3f-4866-ad85-cb06ad63f099:454357,Absence du Conseil fédéral au Sommet mondial sur la sécurité alimentaire à Rome,Abwesenheit des Bundesrates am Hungergipfel von Rom,Widmer Hans,m,Luzern,LU,Landwirtschaft
83,4:fa996e42-3a3f-4866-ad85-cb06ad63f099:454358,Adaptations liées au classement des partis politiques,Anpassung der politischen Position gemäss Rating,von Rotz Christoph,m,Obwalden,OW,Staatspolitik
84,4:fa996e42-3a3f-4866-ad85-cb06ad63f099:454359,Chantage géographique de l'UBS,Geografische Erpressung der UBS,Zisyadis Josef,m,Waadt,VD,Finanzwesen
85,4:fa996e42-3a3f-4866-ad85-cb06ad63f099:454360,Pénurie de professionnels qualifiés et chômage,Fachkräftemangel und Erwerbslosigkeit,Chopard-Acklin Max,m,Aargau,AG,Bildung
86,4:fa996e42-3a3f-4866-ad85-cb06ad63f099:454361,Rétribution à prix coûtant du courant injecté. Etat du fonds,Aktueller Stand des Fonds für die kostendeckende Einspeisevergütung,Killer Hans,m,Aargau,AG,Energie
87,4:fa996e42-3a3f-4866-ad85-cb06ad63f099:454362,Menaces par le CEO de l'UBS,Drohungen des CEO der UBS,Nordmann Roger,m,Waadt,VD,Finanzwesen
88,4:fa996e42-3a3f-4866-ad85-cb06ad63f099:454363,Sécurité d'approvisionnement des ménages privés en gaz naturel,Versorgungssicherheit von Privathaushalten mit Erdgas,Leutenegger Filippo,m,Zürich,ZH,Energie
89,4:fa996e42-3a3f-4866-ad85-cb06ad63f099:454364,Mise en oeuvre des mesures de stabilisation conjoncturelle,Umsetzung von Massnahmen zur Konjunkturstabilisierung,Chevrier Maurice,m,Wallis,VS,Wirtschaft
90,4:fa996e42-3a3f-4866-ad85-cb06ad63f099:454365,"Ordonnance d'application du principe du ""Cassis de Dijon"". Quelle protection des consommateurs et de la loyauté dans les relations commerciales?",Verordnung zum Cassis-de-Dijon-Prinzip. Wie werden die Konsumentinnen und Konsumenten und die Lauterkeit im Handelsverkehr geschützt?,Thorens Goumaz Adèle,f,Waadt,VD,Wirtschaft
91,4:fa996e42-3a3f-4866-ad85-cb06ad63f099:454366,Délai de délivrance du passeport biométrique avec ou sans empreintes digitales. Informer les citoyens,Klare Information über die Fristen zur Bestellung von Schweizer Pässen mit und ohne Fingerabdrücke,Kiener Nellen Margret,f,Bern,BE,Recht Allgemein
92,4:fa996e42-3a3f-4866-ad85-cb06ad63f099:454367,"Principe du ""Cassis de Dijon"". La baisse des prix tant promise aura-t-elle vraiment lieu?",Cassis-de-Dijon-Prinzip. Wird es die versprochene Preisreduktion überhaupt geben?,Thorens Goumaz Adèle,f,Waadt,VD,Wirtschaft
93,4:fa996e42-3a3f-4866-ad85-cb06ad63f099:454368,LACI. Fonctionnement du programme Plasta,Avig. Funktionstüchtigkeit des Avam-Informationssystems,Rossini Stéphane,m,Wallis,VS,Wirtschaft
95,4:fa996e42-3a3f-4866-ad85-cb06ad63f099:454370,"Ordonnance d'application du ""Cassis de Dijon"". Une preuve n'est pas une allégation",Verordnung zum Cassis-de-Dijon-Prinzip. Eine Behauptung ist kein Nachweis,Favre Laurent,m,Neuenburg,NE,Wirtschaft
96,4:fa996e42-3a3f-4866-ad85-cb06ad63f099:454371,Découpage des chars de grenadiers M113,Verschrottung von Schützenpanzern M113,Borer Roland F.,m,Solothurn,SO,Sicherheitspolitik
97,4:fa996e42-3a3f-4866-ad85-cb06ad63f099:454372,Job Fashion,Job Fashion,Wandfluh Hansruedi,m,Bern,BE,Medien und Kommunikation
98,4:fa996e42-3a3f-4866-ad85-cb06ad63f099:454373,Fusion Orange et Sunrise. Le marché des télécommunications est-il concurrentiel?,Fusion Orange und Sunrise. Spielt der Wettbewerb im Telekom-Markt?,von Graffenried Alec,m,Bern,BE,Medien und Kommunikation
99,4:fa996e42-3a3f-4866-ad85-cb06ad63f099:454374,Bretelle de la Perraudettaz,Autobahnzubringer La Perraudettaz,Grin Jean-Pierre,m,Waadt,VD,Verkehr
100,4:fa996e42-3a3f-4866-ad85-cb06ad63f099:454375,Coordination du service hivernal et du système de gestion du trafic lourd,Koordination des Winterdienstes und Schwerverkehrsmanagement,Engelberger Edi,m,Nidwalden,NW,Verkehr
101,4:fa996e42-3a3f-4866-ad85-cb06ad63f099:454376,Nouvelles ordonnances en matière de sécurité routière,Neue Verordnungen betreffend Verkehrssicherheit,Scherer Marcel,m,Zug,ZG,Verkehr
102,4:fa996e42-3a3f-4866-ad85-cb06ad63f099:454377,Loi sur l'assurance-chômage. Discrimination volontaire des travailleurs indépendants et de leurs partenaires?,Arbeitslosenversicherungsgesetz. Gewollte Benachteiligung von Selbstständigerwerbenden und ihren Partnern?,Malama Peter,m,Basel-Stadt,BS,Soziale Fragen
103,4:fa996e42-3a3f-4866-ad85-cb06ad63f099:454378,Arrivée de l'hiver et trafic sévèrement perturbé sur l'A2,Wintereinbruch und Verkehrschaos auf der A2,Amstutz Adrian,m,Bern,BE,Verkehr
104,4:fa996e42-3a3f-4866-ad85-cb06ad63f099:455430,Prévention du surendettement des jeunes,Prävention der Jugendverschuldung,Hiltpold Hugues,m,Genf,GE,Finanzwesen
105,4:fa996e42-3a3f-4866-ad85-cb06ad63f099:455431,Modification de l'article 164 de la Constitution,Änderung von Artikel 164 der Bundesverfassung,Stahl Jürg,m,Zürich,ZH,Staatspolitik
106,4:fa996e42-3a3f-4866-ad85-cb06ad63f099:455432,Pour une responsabilité illimitée de la FINMA,Keine Haftungsbegrenzung für die Finma,Mörgeli Christoph,m,Zürich,ZH,Finanzwesen
107,4:fa996e42-3a3f-4866-ad85-cb06ad63f099:455434,Harmonisation de l'exécution pénale. Nouvelle loi-cadre,Schaffung eines einheitlichen Rahmengesetzes für den Schweizer Strafvollzug,Amherd Viola,f,Wallis,VS,Recht Allgemein
108,4:fa996e42-3a3f-4866-ad85-cb06ad63f099:455437,Supprimer toute discrimination subie en raison du droit interne,Beseitigung und Verhinderung von Inländerdiskriminierung,Tschümperlin Andy,m,Schwyz,SZ,Migration
109,4:fa996e42-3a3f-4866-ad85-cb06ad63f099:455438,Une allocation familiale pour la mère ou le père au foyer,Familienzulage für nichtberufstätige Mütter und Väter,Barthassat Luc,m,Genf,GE,Soziale Fragen
110,4:fa996e42-3a3f-4866-ad85-cb06ad63f099:455440,"Pour une transparence des revenus, indemnités et autres avantages des parlementaires fédéraux","Für mehr Transparenz bei Einkünften, Entschädigungen und anderen Vorteilen von Mitgliedern der eidgenössischen Räte",Rielle Jean-Charles,m,Genf,GE,Parlament
111,4:fa996e42-3a3f-4866-ad85-cb06ad63f099:455441,Pour une gestion durable des eaux de pluie,Für den nachhaltigen Umgang mit Regenwasser,Thorens Goumaz Adèle,f,Waadt,VD,Umwelt
112,4:fa996e42-3a3f-4866-ad85-cb06ad63f099:455445,Lésions corporelles graves. Modification de l'article 122 CP,Schwere Körperverletzung. Ergänzung von Artikel 122 StGB,Miesch Christian,m,Basel-Landschaft,BL,Recht Allgemein
113,4:fa996e42-3a3f-4866-ad85-cb06ad63f099:455446,Aggravation de la peine pour les infractions commises par de faux touristes,Strafverschärfung bei Kriminaltourismus,Heer Alfred,m,Zürich,ZH,Recht Allgemein
114,4:fa996e42-3a3f-4866-ad85-cb06ad63f099:455448,Modification de l'article 119 de la Constitution,Änderung von Artikel 119 der Bundesverfassung,Neirynck Jacques,m,Waadt,VD,Gesundheit
115,4:fa996e42-3a3f-4866-ad85-cb06ad63f099:455452,"Préservation de l'ordre juridique, de nos valeurs et de la paix religieuse","Rechtsordnung, Werte und Religionsfrieden sichern",Streiff-Feller Marianne,f,Bern,BE,Kultur
117,4:fa996e42-3a3f-4866-ad85-cb06ad63f099:455453,Ne pas favoriser les réfugiés pour les autorisations d'établissement,Keine Bevorzugung von Personen aus dem Asylbereich bei der Niederlassungsbewilligung,Müller Philipp,m,Aargau,AG,Migration
118,4:fa996e42-3a3f-4866-ad85-cb06ad63f099:455454,Directives et critères précis pour l'obligation de diffuser inscrite dans la LRTV,Klare Richtlinien und Kriterien bei Bekanntmachungspflichten im RTVG,Kunz Josef,m,Luzern,LU,Recht Allgemein
120,4:fa996e42-3a3f-4866-ad85-cb06ad63f099:455455,Pas de statut de réfugié pour les membres de la famille,Kein Flüchtlingsstatus für Familienangehörige,Müller Philipp,m,Aargau,AG,Migration
121,4:fa996e42-3a3f-4866-ad85-cb06ad63f099:455457,Levée de l'interdiction des courses sur circuit en Suisse,Aufhebung des Verbots von Rundstreckenrennen in der Schweiz,Fournier Jean-René,m,Wallis,VS,Soziale Fragen
122,4:fa996e42-3a3f-4866-ad85-cb06ad63f099:455459,Expertises et procès équitables,Faire Begutachtung und rechtsstaatliche Verfahren,Kiener Nellen Margret,f,Bern,BE,Soziale Fragen
123,4:fa996e42-3a3f-4866-ad85-cb06ad63f099:455460,Anciens conseillers fédéraux. Pas de pantouflage avant un certain délai,Karenzfrist bei Mandaten und Funktionen für ehemalige Bundesräte,Binder Max,m,Zürich,ZH,Staatspolitik
124,4:fa996e42-3a3f-4866-ad85-cb06ad63f099:455461,"Plus d'efficacité dans la lutte contre la contrefaçon, la fraude et le trafic de médicaments","Arzneimittel. Mehr Effizienz im Kampf gegen Fälschung, Betrug und Schmuggel",Parmelin Guy,m,Waadt,VD,Gesundheit
125,4:fa996e42-3a3f-4866-ad85-cb06ad63f099:455462,Instauration d'une allocation universelle,Einführung eines bedingungslosen Grundeinkommens,Zisyadis Josef,m,Waadt,VD,Soziale Fragen
126,4:fa996e42-3a3f-4866-ad85-cb06ad63f099:455463,Stop à la bureaucratie!,Bürokratiestopp!,Zisyadis Josef,m,Waadt,VD,Staatspolitik
127,4:fa996e42-3a3f-4866-ad85-cb06ad63f099:455465,Secret professionnel des ecclésiastiques,Berufsgeheimnis von Geistlichen,Sommaruga Carlo,m,Genf,GE,Recht Allgemein
128,4:fa996e42-3a3f-4866-ad85-cb06ad63f099:455466,Extension des droits des lésés dans la procédure pénale militaire,Militärstrafprozess. Ausdehnung der Rechte der Geschädigten,Lüscher Christian,m,Genf,GE,Sicherheitspolitik
129,4:fa996e42-3a3f-4866-ad85-cb06ad63f099:455469,5 semaines de vacances au moins pour tous!,Mindestens 5 Wochen Ferien für alle,Leutenegger Oberholzer Susanne,f,Basel-Landschaft,BL,Wirtschaft
130,4:fa996e42-3a3f-4866-ad85-cb06ad63f099:455470,Améliorer la lutte contre l'espionnage économique,Wirtschaftsspionage effektiv bekämpfen,Leumann Helen,f,Luzern,LU,Wirtschaft
